"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700001O22Rik",3.69446905843813,2.62438067953882,1.51197296950913,1.73573253785803,0.0826111374263365,0.130115697755857
"1700001P01Rik",2.82558213217163,4.88408882158002,1.97551034423028,2.47231751321607,0.0134240229756434,0.0252122428842754
"1700003D09Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700003E16Rik",5.82211463813786,1.88928027924173,1.08729060571889,1.7376037917596,0.0822806512589246,0.129714112564931
"1700003F12Rik",4.98574470553715,1.77149317226988,1.23432580304042,1.43519090981189,0.151232703247437,0.220807174112404
"1700003G18Rik",1.78676349448285,0.41131080270558,1.96656174321281,0.209152244583795,0.83432939118718,0.875540528296479
"1700003M02Rik",1.3780141702553,3.85318351176775,2.6035763060014,1.47995797276459,0.138884462849344,0.204575027268986
"1700003M07Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700006E09Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700006H21Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700007F19Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700007G11Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700007I08Rik",0.689007085127649,2.85195591800506,3.75268871436353,0.759976682075738,0.447268523166945,NA
"1700007J10Rik",9.98644773629755,0.542996274209542,0.765148214693892,0.709661558090121,0.47791403618374,0.569027709176549
"1700007K13Rik",0.758560876788687,2.97477483842827,3.56639009697316,0.834113699719218,0.404216915901838,NA
"1700007L15Rik",32.3688492584195,-0.0283480465729504,0.399485702711465,-0.0709613545129178,0.94342851255109,0.959838143177259
"1700008I05Rik",0.412968862311074,2.13005116280399,4.90807149103583,0.433989432854503,0.664296114627929,NA
"1700008J07Rik",40.0171196753678,-0.303571276861287,0.360537271760161,-0.841996932464808,0.399789670492853,0.493165377924435
"1700008O03Rik",1.19173784720536,1.92638405579513,2.67359659386145,0.720521585125477,0.471203914589775,0.562932095490211
"1700008P20Rik",9.86519908766396,1.46829371026679,0.783267864119606,1.87457417510312,0.0608513287390947,0.0992477011871647
"1700009P17Rik",3.31551993042715,-0.126966762291604,1.35582240433245,-0.0936455703091271,0.925390708771891,0.945825782935846
"1700010B08Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700011A15Rik",0.825937724622148,3.12909175436492,3.69517804072738,0.84680405649655,0.397104346833047,NA
"1700011E24Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700011H14Rik",0.298779316355323,-1.7132220615256,4.97487772502301,-0.344374707524631,0.730564507405495,NA
"1700011I03Rik",0.711748178666398,0.584869733415213,3.76399493720723,0.155385366657578,0.876517519764726,NA
"1700011J10Rik",43.3845235442948,0.510665988115265,0.34676845369317,1.47264257367285,0.140847438713692,0.207052163852697
"1700012A03Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700012B09Rik",8.29233516862005,0.381579331922172,0.809608827582764,0.471313205738439,0.637417086619133,0.710698214355944
"1700012B15Rik",3.59795463515482,1.37905572255596,1.35100187664261,1.02076521609509,0.307365688002375,0.396194961296483
"1700012D01Rik",5.14288345313725,1.46412381965568,1.1458425747297,1.27777048256481,0.201330364985895,0.280570279664379
"1700012D14Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700012I11Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700012L04Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700013F07Rik",1.74634727827166,2.4198186189037,2.26629891172322,1.06774027308858,0.285637686506254,0.372253666809997
"1700013G23Rik",3.06608629762727,0.59357013307079,1.43359418568223,0.414043345738263,0.678842362632105,0.746687995994365
"1700015E13Rik",0.781301970327435,0.78270084715936,3.34196357585094,0.234203883254493,0.814826700448899,NA
"1700015F17Rik",0.680077617783402,-2.97260906892282,4.1352326470465,-0.718849294016369,0.472233781554095,NA
"1700016C15Rik",114.214382848331,-1.84418765111823,0.232241677622609,-7.94081264825783,2.00860875498934e-15,9.94270981216145e-15
"1700016D06Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700016G22Rik",5.87870323638719,2.15445750159317,1.11929611338714,1.92483246910729,0.0542503205344447,0.0898399255642185
"1700016H13Rik",2.08083288157745,0.175135419730927,1.78612691804979,0.0980531774988037,0.921890067231599,0.943661148223562
"1700016K19Rik",0.412968862311074,2.13005116280399,4.90807149103583,0.433989432854503,0.664296114627929,NA
"1700016L04Rik",1.51325825709943,-0.2188296888387,2.13585282609619,-0.102455415544088,0.918395199799413,0.941726677746028
"1700016M24Rik",2.34305947819952,4.61509975319851,2.09750809668354,2.20027744374176,0.0277872166259213,0.0491097041065643
"1700017B05Rik",638.010560099755,0.207929479666449,0.0927689706669391,2.24136883455311,0.0250021935331852,0.0446882772377744
"1700017G19Rik",0.50526374751086,-0.320390969275141,4.61908539839738,-0.069362426030552,0.944701136540453,NA
"1700018A04Rik",24.2407172095887,0.777534427619166,0.468996006402014,1.65787003941496,0.0973437006159136,0.150243237601978
"1700018B08Rik",0.482522653972112,2.33026350174535,4.64850179887543,0.501293449495725,0.616164614708281,NA
"1700018F24Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700018G05Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700018L02Rik",20.2313027656723,-0.333609818968196,0.501773420500338,-0.664861479979431,0.506139095308961,0.59514750698876
"1700018L24Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700019B03Rik",0.781301970327435,0.78270084715936,3.34196357585094,0.234203883254493,0.814826700448899,NA
"1700019E19Rik",211.642333219815,0.0687949160377359,0.157356042581669,0.43719271855754,0.661971589961616,0.731428690530815
"1700019G17Rik",84.7688691403338,0.167409092625173,0.248022300543406,0.674975968928545,0.499691032833012,0.589718579782085
"1700019L03Rik",89.1349420430739,1.84037151885941,0.265495133352042,6.93184653000443,4.15382464910776e-12,1.75880512874711e-11
"1700019N12Rik",5.96122222145994,1.92032382650357,1.07449895968047,1.7871807219568,0.0739082840827655,0.118080628734546
"1700019O17Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700020A23Rik",0.574817539171898,-0.117502869141061,4.30303835967531,-0.0273069536730618,0.978214910708914,NA
"1700020D05Rik",8.08012214583148,2.76419456520561,1.00702306913133,2.74491682458678,0.00605262359115386,0.0120468016088126
"1700020I14Rik",394.507409765698,0.6064503393471,0.119220049024899,5.08681504752983,3.64126616365177e-07,1.14318305491253e-06
"1700020L24Rik",11.7163223662851,0.400520251897915,0.682551518038593,0.586798565841398,0.557339000126534,0.640825853696995
"1700020N01Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
