"hgnc symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm5523",8.88045762397904,1.32661286645479,0.522295965015057,2.53996384294592,0.0110863929423341,0.130852236698661
"Eya1",10.2297706600419,-2.99260930289749,1.48186224783528,-2.01949223503677,0.0434360835673951,0.30702323136741
"AK080352",0.702332719115633,2.81162122476729,3.0415973516706,0.924389687288165,0.355283462066879,NA
"Msc",5.58433746451137,-3.96437943780068,1.67372352774051,-2.3685987393345,0.0178556135667347,0.179492440708113
"Trpa1",53.4126249918325,-0.88463018509096,1.60466771080711,-0.551285589616565,0.581437915366327,0.910795550667769
"Terf1",459.955224867792,-0.189685951874867,0.229826819446257,-0.825342979256707,0.409176897565536,0.834733136853706
"Gm106",78.8047199725091,-0.745177433173043,0.492162297524957,-1.51408882175753,0.130003313381043,0.535337756402079
"4930444P10Rik",10.9177664803208,-0.885488778760571,0.803019549562,-1.1026989059526,0.270157942057465,0.730653520085877
"Rpl7",17654.6810000495,0.0675415753535008,0.259261318557982,0.260515435658388,0.794466210331398,0.969512508906606
"Rdh10",3928.88061619881,0.420168027063634,0.415619432078622,1.01094413454699,0.312043168775655,0.764598496306598
"Stau2",1242.95835453848,0.194930441621489,0.344390949524851,0.566014995139769,0.571383586993693,0.908333728010352
"Ube2w",567.648541410311,0.323833145898194,0.391513035969302,0.827132473626205,0.408161980074545,0.834445044939701
"Tceb1",1411.3527698283,-0.243250639994771,0.302037869109589,-0.80536470712059,0.420609251702021,0.840813080344044
"D030040B21Rik",5.22391822289727,-0.494806280718305,0.960340620130319,-0.515240395278874,0.606385044392578,0.918274435160681
"Tmem70",426.000515069607,-0.283419175886822,0.238083424197897,-1.1904196054037,0.233881511093001,0.689919328863071
"Ly96",604.538300065749,0.197406544508855,0.360389012451185,0.547759608890946,0.583856976152186,0.91118614023064
"Jph1",72.3959636862742,0.755014304439977,0.975149361436849,0.774255036507935,0.438779987609469,0.850898737395107
"Gdap1",2.24257283962237,-1.78812135177776,1.98386737778807,-0.901331092893639,0.367412306669489,NA
"Pi15",66.4318611495393,-2.72117776069645,0.850322570872229,-3.20017115140807,0.00137346001916683,0.0299087412689092
"AK038933",0.441132069587148,-2.41225740573808,3.07410940680976,-0.784701221236451,0.432628766598794,NA
"Crispld1",8.72085563848614,-4.51458814111567,1.8003188621868,-2.50766030170451,0.0121533441750555,0.13860649300162
"Tfap2d",0.135848631256923,-1.21551406707241,3.11653965008542,-0.390020408384374,0.696521455898711,NA
"Tfap2b",1.97759425532977,-1.08499434080984,2.9533310548658,-0.367379857067579,0.713335694473146,NA
"AB353040",0.0477339240968567,0.227162290085896,3.11653965008542,0.072889266812206,0.941894235067707,NA
"Pkhd1",1545.76176975794,-0.634555748900548,0.705644368746427,-0.899257157012154,0.368515701957729,0.809271002345045
"4930486I03Rik",33.1253363634569,-0.371989441463556,0.851346213471713,-0.436942615797416,0.66215296491357,0.936735119938367
"miR-133",1.25097963187323,3.64984272462162,3.02475680815032,1.20665658633679,0.227564424796743,NA
"Il17a",0.14320177229057,0.934506617258367,3.11186703281068,0.300304160622926,0.763945159899374,NA
"AB351293",0.0477339240968567,0.227162290085896,3.11653965008542,0.072889266812206,0.941894235067707,NA
"Il17f",0.756225427493539,-0.24770567798265,2.44996870042779,-0.101105650018875,0.9194665929657,NA
"AK205147",247.693273200683,-1.10781109133245,0.355685518449169,-3.11458025101118,0.00184206839795571,0.0374172488126502
"Mcm3",1038.01968808376,-1.15000483671888,0.374923538644765,-3.06730497870526,0.00215998354778834,0.0425322722879901
"6720483E21Rik",4.96448313694209,0.581659780912009,0.90311079729999,0.644062481204946,0.51953491842442,0.887960655734544
"Paqr8",1124.32413326948,0.500567095746599,0.468396583320031,1.06868220984564,0.285212890461171,0.743581430666446
"Efhc1",99.6179570441983,0.441901313435929,0.491262101592084,0.899522499300911,0.36837441707972,0.809238389029152
"Tram2",709.612614978236,-0.33960325673059,0.333000822361923,-1.01982708127216,0.307810477088696,0.761746206417623
"AK138554",0.766499438589142,-1.92291503349959,3.0504638230361,-0.630368083364363,0.528453787743775,NA
"Tmem14a",148.933403998069,-0.137257209369696,0.345900929456015,-0.396810756147881,0.691507018303524,0.946750572953973
"Gsta3",681.899582313683,-1.21655645679706,1.10269328877469,-1.10325914665618,0.269914642409433,0.730626594129591
"Gm4956",0.397696266252616,2.02231607315088,3.06912868250398,0.65892189033304,0.509945928148944,NA
"Khdc1a",0.896749414108541,-0.966457300265587,2.48008254979799,-0.389687553079355,0.696767601554245,NA
"Khdc1c",0.434968215973463,0.214511541003282,3.10662604742706,0.0690496821080035,0.944950073233961,NA
"AB334825",0.0662827110421026,0.227162290085896,3.11653965008542,0.072889266812206,0.941894235067707,NA
"Khdc1b",1.06700656557495,3.44698334752696,2.06382391479924,1.67019255994147,0.0948812715654754,NA
"Kcnq5",144.675595951525,1.05332190523323,0.531833443849763,1.9805484544345,0.0476419343493848,0.325191678118393
"Rims1",0.429478724464868,2.12337418494531,3.06473295324349,0.692841502780228,0.48840902349774,NA
"Rims1.1",6.03528630962313,-1.22927349345379,1.38101476131435,-0.890123355585176,0.373399653336299,0.812581264064243
"Mir30a",1.87063795408241,2.70993427361643,1.31078952811863,2.06740610562093,0.0386959034160859,NA
"Mir30c-2",0.600820732183099,1.80520990685873,3.05825430641545,0.590274622706116,0.555006550112282,NA
"Ogfrl1",150.598925070436,-0.445514163470382,0.738775894099799,-0.603043720062418,0.546479604924643,0.898132049059229
"AK090150",0.202462002277789,0.737980903327422,3.11401061431937,0.236987279341282,0.812666658808231,NA
"B3gat2",768.971283761062,0.260310729768225,0.115723602249629,2.24941779125321,0.0244859277314753,0.217365732291828
"Smap1",2300.50146615509,0.258408102879235,0.123481441892894,2.09268776682551,0.0363770359935983,0.276529244269933
"1110058L19Rik",229.659201834493,-0.161420664286371,0.262300902128126,-0.615402627199207,0.538288856828492,0.895459346568154
"Fam135a",4579.18586325377,0.356764367117804,0.242633504494331,1.47038377021068,0.141457844462511,0.557309820954711
"Col9a1",14.1960684886775,-0.0659039633890302,2.14468128473113,-0.0307290243348639,0.975485644015864,0.996689667869672
"Col19a1",42.4803400696827,-1.68914144225873,0.691876380361359,-2.44139197435315,0.0146307648274479,0.15712446404373
"Atpase6",420.362922517478,-0.674979828692707,0.186993703506891,-3.60963934097295,0.000306623030114879,0.00914231626562256
"Lmbrd1",1608.98392487189,0.172927954392582,0.141404533492705,1.22293076552248,0.221355847243748,0.676894846691867
"Bai3",4.83358565015516,0.00185187043930332,2.11075597970439,0.000877349374873106,0.999299976569165,0.999767878873313
"4931408C20Rik",0.15375372755904,0.737980903327422,3.11401061431937,0.236987279341282,0.812666658808231,NA
"AK087209",2.35222759787164,-1.69601335293478,1.40456899125294,-1.20749736288985,0.227240660043378,NA
"AK188812",1.59779893263764,-0.971356650488018,1.70753471050261,-0.568864951624967,0.569447792018479,NA
"Phf3",6863.16488603432,0.151418430599259,0.227102049992307,0.666741804419593,0.504937071085582,0.881710909422801
"Ptp4a1",2545.26823278832,0.107147781165602,0.16355613534685,0.655113187520457,0.512394882021661,0.885265090250832
"4931428L18Rik",1.3518049041207,1.85236934469583,2.41217186991824,0.767925937532228,0.442531186845795,NA
"Lgsn",1.37822916045994,1.56747117449449,3.00484046383148,0.521648717581434,0.601914936602141,NA
"4930521A18Rik",0.45715530873055,-1.61040839148904,3.09144215921949,-0.520924639229099,0.60241927039632,NA
"Gm4850",0.208499306121662,0.737980903327422,3.11401061431937,0.236987279341282,0.812666658808231,NA
"Gm9839",0.403394148295885,1.07849267310558,3.09164218518186,0.34884136277955,0.727208408651298,NA
"Gm5415",0.639514231143041,-0.147454759444094,3.07173481575763,-0.0480037399998428,0.961713261956303,NA
"Prim2",719.61033131069,0.00549993002368135,0.383232744565204,0.0143514094285479,0.988549625051389,0.997601910902563
"DQ693239",30.8652936705398,0.0320549237037081,0.462048973327686,0.0693755977268989,0.944690652303058,0.993163678964424
"DQ714940",31.0905105022675,0.0378704915312634,0.466109853463349,0.0812479960461536,0.935244730328899,0.99128396054201
"1700001G17Rik",7.70041793607785,-1.26855047402753,0.686698769175168,-1.84731723860705,0.0647011759723739,0.383981364342785
"Rab23",858.58494657265,-0.298970777066312,0.30118297939522,-0.992654955690558,0.320878133373892,0.771686002367259
"Bag2",698.823049921634,0.449862295662563,0.429267725512392,1.04797605066998,0.294649641192146,0.751781319733191
"Zfp451",1118.08328271174,0.201765092853497,0.253519234115539,0.795857141007078,0.426115074836538,0.843005597840834
"Gm15455",4.17470163084684,-0.88954659622795,0.913343966304215,-0.973944788651138,0.330083953559266,0.781125505681264
"Bend6",215.495310517739,0.0813409668212489,0.80319739297857,0.101271452736674,0.91933497708056,0.989453368096415
"Dst",30167.9389748953,-0.0121863391447325,0.483773478893165,-0.0251901761390762,0.979903272776742,0.996689667869672
"Mir5103",2.74426210590096,-0.269696494855074,1.16962974522689,-0.230582794218146,0.817638935665631,0.97381993739433
"Ccdc115",734.634549272343,0.304678602977786,0.216605299816309,1.40660733248987,0.159543857595501,0.590985325312045
"Imp4",1737.64665033248,-0.177950130747512,0.206452158540466,-0.861943667751153,0.38871851755024,0.823729764110766
"Ptpn18",287.218193465016,0.29935051131481,0.97264414489055,0.307769817859229,0.758257489388458,0.962953527714092
"AK016244",5.13063026354071,-0.241512969251217,1.57238440317213,-0.153596645174036,0.877927782312873,0.984604815388913
